ID_ATIV_ECON_ESTABELECIMENTO,CNAE_PRINCIPAL,DATA_INICIO_ATIVIDADE,IND_POSSUI_ALVARA,ENDERECO_COMPLETO,NOME,NOME_FANTASIA
19262,5611201.0,07-10-2004,SIM,"Rua MARANHAO, 637, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",A. RIBEIRO CAFETERIA E RESTAURANTE LTDA,CAFETERIA MARILIA
19603,5611201.0,17-03-2005,SIM,"Rua DOS TIMBIRAS, 825, FUNCIONARIOS, Belo Horizonte, MG, Brasil",ACV ALIMENTOS LTDA,GRATINATTI
19616,5611201.0,04-12-1997,SIM,"Avenida DOS BANDEIRANTES, 2323, SERRA, Belo Horizonte, MG, Brasil",MINAS 2000 LTDA,Estabelecimento sem nome
18949,5611201.0,20-01-2004,SIM,"Avenida JOSE DE OLIVEIRA VAZ, 203, BURITIS, Belo Horizonte, MG, Brasil",ARC-COMERCIO DE ALIMENTOS LTDA,HOT GRILL
19675,5611201.0,08-11-2004,NÃO,"Rua URUTU, 51, DOM JOAQUIM, Belo Horizonte, MG, Brasil",CARLOS HENRIQUE DE OLIVEIRA FERREIRA,Estabelecimento sem nome
19680,5611201.0,06-06-2003,NÃO,"Avenida BRIGADEIRO EDUARDO GOMES, 673, GLORIA, Belo Horizonte, MG, Brasil",PIZZA IPANEMA LTDA,Estabelecimento sem nome
19684,5611201.0,20-04-2005,SIM,"Rua PAULO PIEDADE CAMPOS, 443, ESTORIL, Belo Horizonte, MG, Brasil",MINAS GSM - COMERCIO DE ALIMENTOS LTDA,Estabelecimento sem nome
19685,5611201.0,04-12-2009,SIM,"Rua MARIO COUTINHO, 649, ESTORIL, Belo Horizonte, MG, Brasil",MINAS GSM - COMERCIO DE ALIMENTOS LTDA,Estabelecimento sem nome
19694,5611201.0,29-03-2005,NÃO,"Rua GAVEA, 422, NOVA SUISSA, Belo Horizonte, MG, Brasil",AKI - PIZZA & KI - FILE LTDA,TOMATE & MANJERICAO
19035,5611201.0,30-09-2003,SIM,"Avenida AFONSO VAZ DE MELO, 640, BARREIRO, Belo Horizonte, MG, Brasil",R.A.C - COMERCIO DE ALIMENTOS LTDA,HOT GRILL
19944,5611201.0,17-10-2018,SIM,"Avenida RAJA GABAGLIA, 2000, ALPES, Belo Horizonte, MG, Brasil",NUTRINDUS COMERCIO E SERVICOS LTDA,Estabelecimento sem nome
19054,5611201.0,01-04-2005,NÃO,"Rua ALMIRANTE ALEXANDRINO, 277, GUTIERREZ, Belo Horizonte, MG, Brasil",J. EPIFANIO ALIMENTOS LTDA,Estabelecimento sem nome
20011,5611201.0,22-10-2004,SIM,"Rua JUIZ DE FORA, 1242, SANTO AGOSTINHO, Belo Horizonte, MG, Brasil",RESTAURANTE E PETISQUEIRA SCHONS LTDA,RESTAURANTE E PESTISQUEIRA PEIXE FRITO
19412,5611201.0,01-07-1997,SIM,"Rua SANTA RITA DURAO, 1195, SAVASSI, Belo Horizonte, MG, Brasil",TOMATES VERDES E FRITOS LTDA,Estabelecimento sem nome
19782,5611201.0,15-07-2003,SIM,"Rua PARA DE MINAS, 1104, PADRE EUSTAQUIO, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE SEGREDOS CULINARIOS LTDA,SELF SERVICE MADUREIRA
18776,5611201.0,10-09-2004,NÃO,"Rua PIAUI, 606, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",RESTAURANTE 606 SERVINDO A MINEIRA LTDA,COMIDA DE MAE
19457,5611201.0,28-02-2005,SIM,"Rua VITORIO MAGNAVACCA, 19, BURITIS, Belo Horizonte, MG, Brasil",RESTAURANTE VO MARIA LTDA,VO MARIA LANCHES
19822,5611201.0,01-04-2003,SIM,"Avenida AMAZONAS, 2488, BARRO PRETO, Belo Horizonte, MG, Brasil",PADARIA TRIGO FINO LTDA,Estabelecimento sem nome
19825,5611201.0,11-04-2005,SIM,"Rua BARBARA HELIODORA, 59, LOURDES, Belo Horizonte, MG, Brasil",GLOUTON RESTAURANTE LTDA,GLOUTON - NINITA
19826,5611201.0,30-01-2020,SIM,"Rua DICIOLA HORTA, 77, BELVEDERE, Belo Horizonte, MG, Brasil",GLOUTON RESTAURANTE LTDA,NICOLAU - MACAREU
19828,5611201.0,26-09-2022,SIM,"Rua BARBARA HELIODORA, 71, LOURDES, Belo Horizonte, MG, Brasil",GLOUTON RESTAURANTE LTDA,NINITA
19149,5611201.0,26-08-2004,NÃO,"Rua PALMIRA, 424, SERRA, Belo Horizonte, MG, Brasil",AT RESENDE COMERCIO LTDA.,MARALUXA
19485,5611201.0,19-10-2004,SIM,"Avenida DO CONTORNO, 6061, SAO PEDRO, Belo Horizonte, MG, Brasil",AH! BON CAFETERIA LTDA,AH BON
257324,5611201.0,28-05-2020,NÃO,"Avenida DO CONTORNO, 8723, GUTIERREZ, Belo Horizonte, MG, Brasil",CATON'S ALIMENTOS LTDA,CATON'S BURGER
257966,5611201.0,03-06-2020,NÃO,"Rua SANTA RITA DURAO, 852, SAVASSI, Belo Horizonte, MG, Brasil",MASTER POKE FARIAS LTDA,MASTER POKE
258600,5611201.0,10-06-2020,SIM,"Avenida JOAQUIM ABEL COELHO, 55, MANTIQUEIRA, Belo Horizonte, MG, Brasil",LP SANTOS RESTAURANTE,RESTAURANTE LIMONADA SUICA
258902,5611201.0,14-06-2020,NÃO,"Rua ITAPETINGA, 2707, CACHOEIRINHA, Belo Horizonte, MG, Brasil",KAREN DANIELLE DA SILVA PEREIRA 11500318671,DU ACAI E ESPETERIA
259537,5611201.0,18-06-2020,NÃO,"Rua JOSE SANTIAGO SILVA, 91, MARIA GORETTI, Belo Horizonte, MG, Brasil",MARIA DE FATIMA DIAS ANANIAS 58222367668,FATIMA MASSAS E SALGADOS
254787,5611201.0,28-04-2020,SIM,"Avenida DOS BANDEIRANTES, 2323, SERRA, Belo Horizonte, MG, Brasil",RESTAURANTE E LANCHONETE LAP 94 LTDA,Estabelecimento sem nome
254796,5611201.0,28-04-2020,NÃO,"Rua RADIALISTA ANTONIO ONESIMO, 145, CEU AZUL, Belo Horizonte, MG, Brasil",RENATO BRUNO VIEIRA GOMES 11472620631,KI DELICIA RESTAURANTE E ACAI
254800,5611201.0,28-04-2020,NÃO,"Rua GONCALVES DIAS, 2269, LOURDES, Belo Horizonte, MG, Brasil",JOAO VITOR ALBANO VASCONCELOS 13622228601,D'LU BISTRO
385653,5611201.0,08-02-2023,SIM,"Rua IMPERIAL, 540, VILA SANTO ANTONIO BARROQUINHA, Belo Horizonte, MG, Brasil",CHURRASCARIA PONTO DA ASINHA LTDA,CHURRASCARIA PONTO DA ASINHA
385666,5611201.0,08-02-2023,SIM,"Avenida CARANDAI, 761, FUNCIONARIOS, Belo Horizonte, MG, Brasil",NYX BAR E RESTAURANTE LTDA,Estabelecimento sem nome
385974,5611201.0,10-02-2023,SIM,"Avenida OTACILIO NEGRAO DE LIMA, 6802, BANDEIRANTES, Belo Horizonte, MG, Brasil",MARUN DECK BAR BH LTDA,MARUN DECK BAR
385979,5611201.0,10-02-2023,SIM,"Avenida FLEMING, 200, OURO PRETO, Belo Horizonte, MG, Brasil",AECIO LUCAS LACERDA,SURUBIM FLEMING
382849,5611201.0,23-01-2023,SIM,"Rua SAO ROMAO, 160, SANTO ANTONIO, Belo Horizonte, MG, Brasil",QUITANDAS DO SANTO ANTONIO LTDA,ELBERTH CORP
383776,5611201.0,27-01-2023,SIM,"Rua PARA DE MINAS, 1104, PADRE EUSTAQUIO, Belo Horizonte, MG, Brasil",MENEZES & MENEZES RESTAURANTE LTDA,SO FILE
384411,5611201.0,01-02-2023,NÃO,"Rua VARZELANDIA, 110, CANDELARIA, Belo Horizonte, MG, Brasil",49.420.936 THIAGO TALMA ALVES RIBEIRO,Estabelecimento sem nome
381268,5611201.0,13-01-2023,SIM,"Rua CONSELHEIRO GALVAO, 486, SANTA ROSA, Belo Horizonte, MG, Brasil",SUSHI ISAN LTDA,SUSHI ISAN
381901,5611201.0,17-01-2023,SIM,"Avenida DOS ANDRADAS, 367, CENTRO, Belo Horizonte, MG, Brasil",O BOEMIO BAR BH LTDA,O BOEMIO BAR
382859,5611201.0,23-01-2023,NÃO,"Avenida OTACILIO NEGRAO DE LIMA, 1624, SAO LUIZ, Belo Horizonte, MG, Brasil",CAPRI RESTAURANTE LTDA,CAPRI RISTORANTE
384433,5611201.0,01-02-2023,SIM,"Praça ARCANGELO MALETTA, 1075, SANTA LUCIA, Belo Horizonte, MG, Brasil",49.422.721 RIVANESSA HELENIZE MOREIRA,Estabelecimento sem nome
385741,5611201.0,09-02-2023,NÃO,"Beco DAS BANANEIRAS, 21, VILA BARRAGEM SANTA LUCIA, Belo Horizonte, MG, Brasil",49.531.271 ANDRE SOARES PINHEIRO,LANCHONETE  & RESTAURANTE
382589,5611201.0,20-01-2023,SIM,"Rua PROFESSOR ESTEVAO PINTO, 875, SERRA, Belo Horizonte, MG, Brasil",WOODIES HAMBURGUERIA LTDA,WOODIES
382900,5611201.0,23-01-2023,NÃO,"Rua CABO AIRTON BRAGA, 305, JARDIM VITORIA, Belo Horizonte, MG, Brasil",49.301.814 KATIELLY MARIANA SILVA COUTO,BEIJINHO DOCE
383844,5611201.0,29-01-2023,NÃO,"Rua MAIRIPORA, 45, JATOBA, Belo Horizonte, MG, Brasil",49.379.286 PEDRO DIAS BARBOSA,RESTAURANTE DAS NORDESTINAS
384467,5611201.0,01-02-2023,SIM,"Rua VINTE E UM DE ABRIL, 143, CENTRO, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE KARECA LTDA,BAR DO KARECA
384478,5611201.0,01-02-2023,SIM,"Avenida SARAMENHA, 1501, TUPI B, Belo Horizonte, MG, Brasil",MC FORNECIMENTO DE ALIMENTACAO LTDA,Estabelecimento sem nome
384480,5611201.0,01-02-2023,NÃO,"Rua JOSE RAIMUNDO PINTO, 190, MANTIQUEIRA, Belo Horizonte, MG, Brasil",49.425.950 GABRIEL CAMARGO RIBEIRO,GABRIEL CAMARGO RIBEIRO
385113,5611201.0,06-02-2023,NÃO,"Rua CANARIO, 936, GOIANIA, Belo Horizonte, MG, Brasil",49.478.184 ADRIELE SENA LIBANIO,MERCEARIA TUDO TEM
386032,5611201.0,10-02-2023,NÃO,"Rua DOUTOR CRISTIANO REZENDE, 1962, ARAGUAIA, Belo Horizonte, MG, Brasil",49.553.907 LUIZ FELIPE DOS SANTOS LIMA,Estabelecimento sem nome
386051,5611201.0,10-02-2023,NÃO,"Rua ANTONIO DE CASTRO SILVA, 85, ESTORIL, Belo Horizonte, MG, Brasil",49.555.652 EDMAR MORAIS DA SILVA,Estabelecimento sem nome
381964,5611201.0,17-01-2023,SIM,"Rua PADRE EUSTAQUIO, 2160, PADRE EUSTAQUIO, Belo Horizonte, MG, Brasil",49.226.307 LORENA RAYANA DOS SANTOS,SUSHI EXPRESS
382600,5611201.0,20-01-2023,SIM,"Rua CAPIM BRANCO, 373, VISTA ALEGRE, Belo Horizonte, MG, Brasil",PACHECO & RIBEIRO PIZZARIA LTDA,PIZZARIA QUATRO SABORES
383239,5611201.0,25-01-2023,NÃO,"Rua MARIA HELENA, 33, CANDELARIA, Belo Horizonte, MG, Brasil",49.329.633 KEWYN JHANSSEY RUAS BARBOSA,MK PIZZARIAS
384822,5611201.0,03-02-2023,NÃO,"Rua FERNANDES TOURINHO, 1047, LOURDES, Belo Horizonte, MG, Brasil",49.452.198 VIVIANE SILVA NOGUEIRA,V&K LANCHES GOURMET
381334,5611201.0,13-01-2023,NÃO,"Avenida DOUTOR CRISTIANO GUIMARAES, 2127, PLANALTO, Belo Horizonte, MG, Brasil",RESTAURANTE DIVINO SABOR RL LTDA,DIVINO SABOR
385152,5611201.0,06-02-2023,SIM,"Rua FREI GASPAR, 77, MADRE GERTRUDES, Belo Horizonte, MG, Brasil",JAMANTAS BURGER LTDA,JAMANTAS BURGER LTDA
386092,5611201.0,10-02-2023,NÃO,"Rua COLOMBIA, 139, SION, Belo Horizonte, MG, Brasil",49.558.784 MONICA MARTINS MOREIRA,RMARTINS
383273,5611201.0,25-01-2023,SIM,"Rua ALBERTO CINTRA, 379, UNIAO, Belo Horizonte, MG, Brasil",PJW LTDA,CHURRASCARIA CIDADE NOVA
384224,5611201.0,31-01-2023,NÃO,"Rua ALUISIO LOBAO VERAS, 271, SERRANO, Belo Horizonte, MG, Brasil",49.407.249 JESUS JUNIO FERNANDES COIMBRA,SUSHI HOKAGE
384851,5611201.0,03-02-2023,SIM,"Avenida PRESIDENTE TANCREDO NEVES, 2094, PAQUETA, Belo Horizonte, MG, Brasil",PIZZA PEZZI 06 LTDA,PIZZA PEZZI
385478,5611201.0,07-02-2023,NÃO,"Rua FREI LEOPOLDO, 8, SAO LUIZ, Belo Horizonte, MG, Brasil",49.509.783 VANDERLEI CARVALHO DE LIMA JUNIOR,LANCHONETE DO VANDECA
385491,5611201.0,07-02-2023,NÃO,"Rua MAIRIPORA, 97, JATOBA, Belo Horizonte, MG, Brasil",49.510.954 MARIA HELENA DE SENA FERREIRA,SABOR MINEIRO
452309,5611201.0,28-03-2024,SIM,"Avenida SOLFERINA RICCI PACE, 779, CDI JATOBA, Belo Horizonte, MG, Brasil",VIVAZ RESTAURANTE E LANCHONETE BH LTDA,VIVAZ BH
452965,5611201.0,02-04-2024,NÃO,"Avenida GENERAL CARLOS GUEDES, 329, PLANALTO, Belo Horizonte, MG, Brasil",43.413.132 NATALIA SILVA SOARES ALVES,Estabelecimento sem nome
124437,5611201.0,20-09-1999,NÃO,"Rua SERGIPE, 1199, SAVASSI, Belo Horizonte, MG, Brasil",BALE SOLEA ESCUELA DE DANZA FLAMENCA LTDA,FLAMENGO SOLEA ESCUELA DANZA FLAMENGA
124313,5611201.0,10-06-1994,SIM,"Rua NIQUELINA, 355, SANTA EFIGENIA, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE NAUTILUS LTDA,Estabelecimento sem nome
124383,5611201.0,31-07-1998,SIM,"Rua DOS GUAJAJARAS, 1436, BARRO PRETO, Belo Horizonte, MG, Brasil",VARANDA DO BARRO PRETO LTDA,VARANDA DO BARRO PRETO
124392,5611201.0,10-09-1998,SIM,"Rua DO URUGUAI, 20, SION, Belo Horizonte, MG, Brasil",PLAZA PALADARES LTDA,TRADICAO DE MINAS
427072,5611201.0,30-10-2023,SIM,"Rua CEARA, 1599, SAVASSI, Belo Horizonte, MG, Brasil",YOKAI BAR LTDA,YOKAI IZAKAYA
428021,5611201.0,06-11-2023,SIM,"Avenida DANDARA, 10, DANDARA, Belo Horizonte, MG, Brasil",RESTAURANTE E LANCHONETE DU BIGODE LTDA,RESTAURANTE E LANCHONETE DU BIGODE
425159,5611201.0,18-10-2023,NÃO,"Rua DOS INDEPENDENTES, 85, SANTA CECILIA, Belo Horizonte, MG, Brasil",52.576.166 JOSE HENRIQUE MARINHO DA SILVA,SPACE BAMBOO
425486,5611201.0,20-10-2023,SIM,"Avenida AGGEO PIO SOBRINHO, 60, BURITIS, Belo Horizonte, MG, Brasil",CLUBE DU FRANGO LTDA,CLUBE DU FRANGO
426129,5611201.0,24-10-2023,NÃO,"Rua JOSE ALVES DE SOUZA, 128, SANTA TEREZINHA, Belo Horizonte, MG, Brasil",52.644.962 KARLA FERREIRA COSTA,RESTAURANTE CHEFFS
426140,5611201.0,24-10-2023,NÃO,"Rua ANTONIO GENTIL, 34, CONCORDIA, Belo Horizonte, MG, Brasil",52.645.547 RENATO DIAS LIMA FIALHO,MINI PIZZAS DO RENATO
425180,5611201.0,18-10-2023,SIM,"Avenida SILVIANO BRANDAO, 1891, HORTO, Belo Horizonte, MG, Brasil",BAR THE MEXICAN LTDA,THE MEXICAN BAR
426807,5611201.0,27-10-2023,NÃO,"Avenida BERNARDO DE VASCONCELOS, 1277, SANTA CRUZ, Belo Horizonte, MG, Brasil",52.697.324 JOELMA JUNIA DA SILVA,REI DO ESPETINHO OFICIAL
428362,5611201.0,07-11-2023,NÃO,"Rua PEDRA BONITA, 797, PRADO, Belo Horizonte, MG, Brasil",52.795.918 WILLIAN ALEX DOS SANTOS,BOM BURGUER
429498,5611201.0,14-11-2023,NÃO,"Rua MINISTRO OLIVEIRA SALAZAR, 501, SANTA MONICA, Belo Horizonte, MG, Brasil",52.893.720 RICARDO REZENDE DE SOUZA,MATUTO'S BURGUER
426817,5611201.0,27-10-2023,SIM,"Avenida DOM PEDRO II, 1900, SANTO ANDRE, Belo Horizonte, MG, Brasil",PORTAL BOM SABOR BAR E RESTAURANTE LTDA,Estabelecimento sem nome
427140,5611201.0,30-10-2023,NÃO,"Avenida PROFESSOR MARIO WERNECK, 569, ESTORIL, Belo Horizonte, MG, Brasil",FERNANDES & FERNANDES COMERCIO LTDA,Estabelecimento sem nome
427780,5611201.0,03-11-2023,NÃO,"Rua VASCO BALBOA, 335, TAQUARIL, Belo Horizonte, MG, Brasil",52.770.362 TAMARA PEREIRA RODRIGUES,HAMBURGUERIA'S TATA
428386,5611201.0,07-11-2023,SIM,"Rua AUGUSTA PASSOS MAIA, 7, OURO PRETO, Belo Horizonte, MG, Brasil",52.799.912 EUNICE CLEMENTINO FERREIRA,CANTINA BRASAO
424901,5611201.0,17-10-2023,SIM,"Avenida CRISTIANO MACHADO, 1794, CIDADE NOVA, Belo Horizonte, MG, Brasil",COMERCIAL PIZZAIOLO SOUZA LTDA,PIZZAIOLO SOUZA
426195,5611201.0,24-10-2023,SIM,"Rua SERGIPE, 314, BOA VIAGEM, Belo Horizonte, MG, Brasil",MAGNOLIA RESTAURANTE LTDA,MAGNOLIA
426845,5611201.0,27-10-2023,NÃO,"Rua OLIMPIO DE CASTRO, 125, SANTA MARGARIDA, Belo Horizonte, MG, Brasil",52.700.691 LUCAS SILVA CUPERTINO,SUPER PIZZA
428111,5611201.0,07-11-2023,SIM,"Avenida SANTOS DUMONT, 307, CENTRO, Belo Horizonte, MG, Brasil",PEREIRA & CASTRO BAR E RESTAURANTE LTDA,BAR 307
429439,5611201.0,14-11-2023,SIM,"Rua PLATINA, 999, CALAFATE, Belo Horizonte, MG, Brasil",WILTON SOUZA BISPO LTDA,ESQUINA DO CHURRASCO 2
429440,5611201.0,14-11-2023,NÃO,"Rua FRANCISCO FALEIRO LOPES, 139, ITAIPU, Belo Horizonte, MG, Brasil",52.888.840 MATHEUS MENDES SERGIO,ACAI MILANO
424931,5611201.0,17-10-2023,NÃO,"Rua DOUTOR CRISTIANO REZENDE, 1785, BONSUCESSO, Belo Horizonte, MG, Brasil",52.560.537 EULANE MARIA FERREIRA,PASTELARIA E LANCHONETE JK
425560,5611201.0,20-10-2023,SIM,"Rua ENGENHEIRO JOSE GUIMARAES, 240, SANTA MONICA, Belo Horizonte, MG, Brasil",52.603.840 YASMIN LORRAINE SILVA SANTOS,HAYASHI COMPANY
425573,5611201.0,20-10-2023,SIM,"Rua ANTONIO EUSTAQUIO PIAZZA, 4407, TIROL, Belo Horizonte, MG, Brasil",RSGA RESTAURANTES LTDA,CLASSICB ARENA RESTAURANTE
426207,5611201.0,24-10-2023,NÃO,"Rua SANTA ANA, 150, SAO GABRIEL, Belo Horizonte, MG, Brasil",52.651.347 VILMAR DE SOUSA PINHEIRO,FRANGO DA ALECIA
427173,5611201.0,30-10-2023,NÃO,"Rua WASHINGTON LUIZ, 1280, VILA AEROPORTO, Belo Horizonte, MG, Brasil",52.725.049 LUDMILA COSTA DE OLIVEIRA MARQUES,REIS MARQUES HAMBURGUERIA
427185,5611201.0,30-10-2023,NÃO,"Rua TEREZINHA ANDRIANA DE CASTRO, 520, DIAMANTE, Belo Horizonte, MG, Brasil",52.726.378 KATIA APARECIDA TAVARES DA SILVA,Estabelecimento sem nome
429255,5611201.0,13-11-2023,NÃO,"Rua EDGARD TORRES, 835, MINASCAIXA, Belo Horizonte, MG, Brasil",52.875.999 ALEXANDRA DINELLI MAGALHAES PAIVA,Estabelecimento sem nome
424949,5611201.0,17-10-2023,NÃO,"Rua CADIZ, 249, EUROPA, Belo Horizonte, MG, Brasil",52.562.401 JOSIANE RODRIGUES DE OLIVEIRA,JR OLIVEIRA
425909,5611201.0,23-10-2023,NÃO,"Rua ADRIANO CHAVES E MATOS, 486, OLHOS D'AGUA, Belo Horizonte, MG, Brasil",INDIAN SPICE LTDA,Estabelecimento sem nome
192334,5611201.0,14-08-2018,NÃO,"Rua DESEMBARGADOR SARAIVA, 966, ALTO VERA CRUZ, Belo Horizonte, MG, Brasil",TIAGO VALTER FERNANDES 08545700636,ANIMES BURGER
192676,5611201.0,17-08-2018,NÃO,"Rodovia ANEL RODOVIARIO CELSO MELLO AZEVEDO, 24500, MARIA GORETTI, Belo Horizonte, MG, Brasil",CARINA VIDOTTI LTDA,TROPEIRAO REINALDINO
188543,5611201.0,02-07-2018,NÃO,"Rua MARIA BEATRIZ, 22, HAVAI, Belo Horizonte, MG, Brasil",DAVID DE AZEVEDO FRANCISCO 79266517615,UAI SO ESPETARIA E PETISQUERIA
189519,5611201.0,12-07-2018,NÃO,"Rua AJAIR DE ALMEIDA COSTA, 671, MANTIQUEIRA, Belo Horizonte, MG, Brasil",30.919.108 CLEUNICE BARBOSA DE JESUS E SILVA,TITA BAR E RESTAURANTE
190147,5611201.0,20-07-2018,SIM,"Rua JOSE FELIX MARTINS, 2500, MANTIQUEIRA, Belo Horizonte, MG, Brasil",KENIA BRAZ SOARES VIEIRA,RESTAURANTE KANTINA DA KENIA
191726,5611201.0,20-11-2020,NÃO,"Rua GAMA CERQUEIRA, 1080, JARDIM AMERICA, Belo Horizonte, MG, Brasil",BRENO VINICIUS BARBOSA DE MELO COSTA 06801098624,SENOG BRASIL
191730,5611201.0,07-08-2018,NÃO,"Rua JACUI, 3094, IPIRANGA, Belo Horizonte, MG, Brasil",INCRIVEIS SILVA E REBELO LTDA,PIZZARIA INCRIVEIS
192354,5611201.0,14-08-2018,NÃO,"Rua CARLOS EDUARDO LOTT, 336, PINDORAMA, Belo Horizonte, MG, Brasil",JAQUELINE MENDES FERREIRA DOS SANTOS 83848177668,RESTAURANTE GOSTO CASEIRO
191149,5611201.0,01-08-2018,NÃO,"Rua ALCIDES PEREIRA DOS SANTOS, 50, MANTIQUEIRA, Belo Horizonte, MG, Brasil",DEBORA CRISTINA RODRIGUES MARQUES 08092045682,BAR DA DEBORA
189556,5611201.0,13-07-2018,NÃO,"Rua FIDELCINA FRANCISCA GOMES, 123, VALE DO JATOBA, Belo Horizonte, MG, Brasil",ADRIANA CANDIDA LOIA 05178640616,LUIZA FIT BH
191162,5611201.0,01-08-2018,NÃO,"Rua GURUPA, 26, CACHOEIRINHA, Belo Horizonte, MG, Brasil",JOAO PEDRO SILVA 15087507697,SABOR DE MINAS
191457,5611201.0,03-08-2018,NÃO,"Rua QUARENTA E SETE, 67, NOVO AARAO REIS, Belo Horizonte, MG, Brasil",THIAGO MARINHO CHIERICATTI 08007402624,CHIERICATTI COZINHA
191471,5611201.0,03-08-2018,NÃO,"Rua HERCULANO MOURAO SALAZAR, 260, VILA VISTA ALEGRE, Belo Horizonte, MG, Brasil",MICHELE CRISTIENE SGRANCIO 04317470675,SABOREAR LANCHES
187962,5611201.0,02-05-2018,NÃO,"Rua AGENOR DE PAULA ESTRELA, 664, JAQUELINE, Belo Horizonte, MG, Brasil",MARINA DO CARMO SOUZA 10706138600,QUITUTES
188599,5611201.0,03-07-2018,SIM,"Rodovia PAPA JOAO PAULO II, 4143, SERRA VERDE, Belo Horizonte, MG, Brasil",JAR - RESTAURANTE LTDA,Estabelecimento sem nome
188600,5611201.0,03-07-2018,SIM,"Rodovia PAPA JOAO PAULO II, 4143, SERRA VERDE, Belo Horizonte, MG, Brasil",AVS - RESTAURANTE LTDA,Estabelecimento sem nome
190215,5611201.0,20-07-2018,NÃO,"Rua FLUORINA, 1139, PARAISO, Belo Horizonte, MG, Brasil",GRACIELLE DE OLIVEIRA SOUZA 01479412619,PONTO DO ALMOCO
190223,5611201.0,20-07-2018,SIM,"Avenida AFONSO PENA, 1755, FUNCIONARIOS, Belo Horizonte, MG, Brasil",CEARA RESTAURANTE SELF-SERVICE LTDA,RESTAURANTE DO CEARA
192089,5611201.0,10-08-2018,SIM,"Rua CURITIBA, 2039, LOURDES, Belo Horizonte, MG, Brasil",BAR E RESTAURANTE CORDEIRO LTDA,BOTEQUIM DE LOURDES
188951,5611201.0,06-07-2018,SIM,"Avenida AUGUSTO DE LIMA, 744, CENTRO, Belo Horizonte, MG, Brasil",FSB SOCIEDADE ALIMENTICIA LTDA,CANTINHO DO MERCADO
189910,5611201.0,18-07-2018,NÃO,"Rua MARTINHO CAMPOS, 25, CRUZEIRO, Belo Horizonte, MG, Brasil",NEO ALIMENTOS LTDA,VILA RESTAURANTE
192954,5611201.0,21-08-2018,SIM,"Rua CURITIBA, 22, CENTRO, Belo Horizonte, MG, Brasil",RESTAURANTE XU JI LTDA,RESTAURANTE XU JI
188643,5611201.0,03-07-2018,SIM,"Avenida SILVA LOBO, 1723, GRAJAU, Belo Horizonte, MG, Brasil",SALADA SILVA LOBO LTDA,TRIBBU
189284,5611201.0,11-07-2018,NÃO,"Avenida DOUTOR CRISTIANO GUIMARAES, 1389, PLANALTO, Belo Horizonte, MG, Brasil",VALMIR RIBEIRO DA SILVA 00017970423,Estabelecimento sem nome
189290,5611201.0,11-07-2018,NÃO,"Rua SABARA, 459, COLEGIO BATISTA, Belo Horizonte, MG, Brasil",30.898.512 PALOMA FERNANDES DA SILVA SANTOS RIBEIRO,BE DE BURGER
190251,5611201.0,21-07-2018,NÃO,"Rua BRAULIO GOMES NOGUEIRA, 16, TIROL, Belo Horizonte, MG, Brasil",QUEZIA NATALIA SANTANA 10000126624,RESTAURANTE NA PANELINHA
190255,5611201.0,21-07-2018,SIM,"Rua ALEM PARAIBA, 400, LAGOINHA, Belo Horizonte, MG, Brasil",BAR DA VE LTDA,VERONICA'S KITCHEN
192134,5611201.0,10-08-2018,NÃO,"Rua PRINCIPAL, 461, VILA BARRAGEM SANTA LUCIA, Belo Horizonte, MG, Brasil",LIVIA OLIVEIRA DOS SANTOS 09294349608,LIVIA OLIVEIRA DOS SANTOS
192469,5611201.0,16-08-2018,NÃO,"Rua ANTENOR PERDIGAO, 178, SAO JOAO BATISTA, Belo Horizonte, MG, Brasil",FERNANDA MOREIRA DE FARIA 06357922650,Estabelecimento sem nome
192861,5611201.0,20-08-2018,NÃO,"Rua CONDOR, 90, NOVA CINTRA, Belo Horizonte, MG, Brasil",EDMEIA ANTONIA SILVA RODRIGUES 02691321630,AGOSTINHO MINEIRO
189948,5611201.0,18-07-2018,NÃO,"Rua ZILA SILVEIRA, 251, PRIMEIRO DE MAIO, Belo Horizonte, MG, Brasil",MARCIA APARECIDA DA SILVA 85149730963,SUPER PIZZA
192484,5611201.0,16-08-2018,NÃO,"Rua JOSE FERREIRA DA LUZ, 70, ALTO CAICARAS, Belo Horizonte, MG, Brasil",MARIA CRISTINA CAMARGOS SILVA 76806642691,REI DO TROPEIRO
228460,5611201.0,20-08-2019,NÃO,"Rua SAO MIGUEL, 42, FAZENDINHA, Belo Horizonte, MG, Brasil",PALOMA MENDES DE SOUZA 70510910696,DINGO LANCHES
228780,5611201.0,22-08-2019,NÃO,"Beco BOA VISTA, 15, UNIVERSO, Belo Horizonte, MG, Brasil",ROSENILDA FERRAZ FERREIRA NETO 10500019665,Cantina da Lora
228784,5611201.0,22-08-2019,NÃO,"Rua CONTAGEM, 406, BOA VISTA, Belo Horizonte, MG, Brasil",RESTAURANTE VIANA LTDA,RESTAURANTE VIANA
223973,5611201.0,11-07-2019,NÃO,"Rua SIRI, 246, GUARANI, Belo Horizonte, MG, Brasil",EDSON DE OLIVEIRA 12511069601,JD pizzaria da dinha
